ResponseId,AIBen - Greater efficiency,AIBen - Improve accuracy in coding,AIBen - Improve collaboration,AIBen - Increase productivity,AIBen - Make workload more manageable,AIBen - Other (please specify):,AIBen - Speed up learning
16041,False,False,False,False,False,True,False
16042,False,False,False,False,False,False,False
16043,False,False,False,False,False,False,False
16044,False,False,False,True,False,False,False
16045,True,False,False,True,False,False,False
16046,True,True,True,True,True,False,True
16047,True,False,False,False,False,False,True
16048,False,False,False,False,False,False,False
16049,False,False,False,False,False,False,False
16050,True,False,False,True,False,False,False
16051,False,False,False,False,False,False,False
16052,True,True,False,True,False,False,True
16053,False,True,False,True,False,False,True
16054,True,False,False,True,False,False,True
16055,True,False,False,False,False,False,True
16056,False,False,False,True,False,False,True
16057,False,False,False,True,False,False,False
16058,False,False,False,True,False,False,True
16059,False,True,False,False,False,False,True
16060,False,False,False,True,False,False,False
16061,False,False,False,False,False,False,False
16062,False,False,False,False,False,False,False
16063,False,False,False,True,False,False,False
16064,False,False,False,False,False,False,False
16065,False,False,False,False,False,False,False
16066,True,False,False,False,False,False,False
16067,False,False,False,True,False,False,True
16068,False,False,False,False,False,False,False
16069,False,False,False,False,False,False,False
16070,True,True,False,True,True,False,True
16071,False,False,False,False,False,False,False
16072,False,False,False,False,False,False,False
16073,False,False,False,False,False,False,False
16074,False,False,False,False,False,False,False
16075,True,False,False,False,False,False,True
16076,False,False,False,False,False,False,False
16077,True,False,False,True,False,False,True
16078,False,False,False,False,False,False,True
16079,False,False,False,False,False,False,False
16080,False,False,False,False,False,False,False
16081,False,False,False,False,False,False,False
16082,False,False,False,False,False,False,False
16083,False,False,False,False,False,False,False
16084,False,False,False,False,False,False,False
16085,False,False,False,False,False,False,False
16086,False,False,False,False,True,False,False
16087,False,False,False,False,False,False,False
16088,True,False,False,True,False,False,False
16089,True,False,False,True,False,False,True
16090,False,False,False,False,False,False,False
16091,True,False,False,True,True,False,True
16092,True,False,False,True,False,False,True
16093,False,False,False,True,False,False,True
16094,False,False,False,True,False,False,False
16095,False,False,False,True,True,False,True
16096,False,False,False,False,False,False,False
16097,False,False,False,False,False,False,False
16098,False,False,False,False,False,False,False
16099,False,False,False,False,False,False,True
16100,False,False,False,False,False,False,False
16101,False,False,False,True,True,False,True
16102,False,False,False,False,False,False,False
16103,False,False,False,False,False,False,False
16104,True,False,False,True,False,False,True
16105,True,True,False,True,True,False,False
16106,False,False,False,True,False,False,True
16107,False,False,False,False,False,False,False
16108,True,False,False,False,False,True,True
16109,False,False,False,False,False,False,False
16110,False,False,False,False,False,False,False
16111,False,False,False,False,True,False,False
16112,False,False,False,False,False,False,False
16113,True,True,False,True,True,False,True
16114,True,False,False,True,False,False,True
16115,False,True,False,False,False,False,True
16116,False,False,False,False,False,False,False
16117,False,False,False,False,False,False,False
16118,True,False,False,True,False,False,False
16119,False,False,True,True,False,False,True
16120,True,True,False,True,True,False,True
16121,True,True,False,True,False,False,True
16122,True,False,False,True,False,False,True
16123,False,False,False,False,False,False,False
16124,False,False,False,False,False,False,False
16125,True,True,False,True,False,False,True
16126,True,False,False,True,False,False,False
16127,False,False,False,True,False,True,False
16128,False,False,False,False,False,False,False
16129,False,False,False,False,False,False,False
16130,True,False,False,True,True,False,True
16131,False,False,False,False,False,False,False
16132,False,True,False,True,False,False,True
16133,False,False,False,False,False,False,False
16134,False,False,False,False,False,False,False
16135,False,True,False,True,False,False,False
16136,False,False,False,True,False,False,False
16137,False,False,False,True,False,True,False
16138,False,False,False,False,False,False,False
16139,False,False,False,False,False,False,False
16140,False,True,False,True,False,False,False
16141,True,False,False,True,False,False,True
16142,True,False,False,True,False,False,True
16143,True,False,False,False,False,False,True
16144,False,False,False,False,True,False,True
16145,False,False,False,False,False,False,True
16146,True,False,False,False,True,False,True
16147,False,False,False,False,False,False,False
16148,False,False,False,True,False,False,True
16149,True,True,False,True,True,False,True
16150,True,False,False,True,True,False,True
16151,False,True,True,True,False,False,True
16152,False,False,False,False,False,False,False
16153,False,False,False,True,False,False,True
16154,False,False,False,False,False,False,False
16155,False,False,False,False,False,False,False
16156,False,True,False,True,False,False,True
16157,False,True,False,True,True,False,False
16158,False,False,False,True,True,False,True
16159,False,False,False,False,False,False,False
16160,False,True,False,True,True,False,True
16161,False,False,False,False,False,False,False
16162,False,False,False,False,False,False,False
16163,True,False,False,True,True,False,False
16164,False,False,False,False,False,False,False
16165,False,True,False,True,False,False,True
16166,True,False,False,True,True,True,True
16167,True,False,False,True,False,False,False
16168,False,True,False,False,False,False,True
16169,False,False,False,False,False,False,False
16170,False,False,False,True,False,False,False
16171,False,True,False,True,False,False,True
16172,True,False,False,True,False,False,True
16173,False,False,False,False,False,False,True
16174,False,False,False,False,False,False,False
16175,True,False,False,True,False,False,False
16176,False,False,False,True,False,False,True
16177,True,False,False,True,True,False,False
16178,False,False,False,True,False,False,True
16179,True,False,False,True,False,False,False
16180,False,False,False,False,False,False,False
16181,False,False,False,True,False,False,False
16182,False,False,False,False,False,False,False
16183,False,False,False,False,False,True,False
16184,False,False,False,True,False,False,False
16185,False,False,False,False,False,False,False
16186,False,False,True,False,True,False,True
16187,True,True,False,True,True,False,True
16188,True,True,False,True,False,False,True
16189,False,True,False,False,False,False,True
16190,False,False,False,False,False,False,False
16191,False,False,False,True,False,False,False
16192,False,False,False,False,False,False,False
16193,False,False,False,False,False,False,False
16194,False,False,False,True,False,False,False
16195,False,False,False,True,False,False,False
16196,False,False,False,False,False,False,False
16197,True,True,False,True,False,False,True
16198,False,False,False,False,False,False,False
16199,True,False,False,True,True,False,False
16200,False,False,False,False,False,False,False
16201,False,False,False,False,False,False,False
16202,False,False,False,False,False,False,False
16203,False,False,False,False,False,False,False
16204,True,True,False,True,True,False,False
16205,False,False,False,True,False,False,True
16206,False,False,False,False,False,False,False
16207,False,False,False,True,False,False,False
16208,False,False,False,True,True,False,False
16209,False,False,False,False,False,True,True
16210,False,False,False,True,False,False,True
16211,False,False,False,False,False,False,False
16212,False,False,False,True,True,False,False
16213,False,False,False,False,False,False,False
16214,False,False,False,False,True,False,False
16215,True,False,False,True,False,False,False
16216,False,False,False,False,False,False,False
16217,True,False,False,True,False,False,False
16218,False,False,False,False,False,False,False
16219,True,False,True,False,False,False,False
16220,False,False,False,True,False,False,False
16221,False,False,False,False,False,False,False
16222,False,False,False,False,False,False,False
16223,False,False,False,False,False,False,True
16224,False,False,False,True,False,False,False
16225,False,False,False,False,False,False,False
16226,False,False,False,False,False,False,False
16227,False,False,False,False,False,False,False
16228,False,False,False,False,False,False,False
16229,False,True,False,True,False,False,True
16230,False,False,False,False,False,False,False
16231,True,True,False,True,False,False,True
16232,True,False,False,True,False,False,False
16233,False,False,False,True,True,False,False
16234,True,False,False,False,False,False,True
16235,True,False,False,False,False,False,False
16236,True,False,False,True,False,False,True
16237,False,False,False,False,False,False,False
16238,True,False,False,True,False,False,False
16239,False,False,False,True,False,True,False
16240,True,False,False,False,False,False,False
16241,True,False,False,True,False,False,False
16242,False,False,False,False,True,False,True
16243,True,False,False,True,False,False,True
16244,False,False,False,False,False,False,False
16245,True,False,False,True,False,False,False
16246,True,False,False,True,False,False,True
16247,False,False,False,False,False,False,True
16248,False,True,False,True,False,False,True
16249,False,False,False,False,False,False,False
16250,False,False,False,False,False,False,False
16251,False,False,False,False,False,False,True
16252,True,False,False,True,False,False,False
16253,False,False,False,False,True,False,False
16254,False,False,False,False,False,False,False
16255,False,False,False,True,False,False,False
16256,False,False,False,False,False,False,False
16257,False,False,False,False,True,False,False
16258,False,False,False,True,False,False,True
16259,False,False,False,False,False,False,False
16260,False,False,False,True,False,False,False
16261,False,False,False,False,False,False,False
16262,True,True,False,True,False,False,False
16263,True,False,False,True,True,False,True
16264,False,False,False,False,False,False,False
16265,True,False,False,True,True,False,True
16266,False,False,False,True,False,False,False
16267,True,True,False,True,True,False,True
16268,False,False,False,True,False,False,True
16269,False,True,False,True,False,False,True
16270,True,False,False,True,False,False,True
16271,True,True,False,True,True,False,False
16272,False,True,False,True,False,False,False
16273,True,True,True,True,True,False,True
16274,False,False,False,False,False,False,False
16275,False,False,False,False,False,False,False
16276,False,False,False,False,False,False,False
16277,True,False,False,True,False,False,False
16278,False,False,False,False,False,False,False
16279,True,True,False,True,False,False,True
16280,True,False,False,True,False,False,False
16281,True,True,False,True,True,False,False
16282,False,False,False,False,False,False,False
16283,False,False,False,False,False,False,False
16284,True,False,False,False,False,False,False
16285,True,False,False,True,False,False,True
16286,False,False,False,False,False,False,True
16287,False,False,False,False,False,False,False
16288,False,False,False,False,False,False,False
16289,False,False,False,False,False,False,False
16290,False,False,False,False,False,False,False
16291,True,False,False,True,False,False,True
16292,False,False,False,False,False,False,False
16293,True,False,True,True,False,False,True
16294,False,False,False,False,False,False,False
16295,False,False,False,False,False,False,False
16296,True,False,False,True,True,False,True
16297,False,False,False,False,False,False,False
16298,False,False,False,True,False,False,True
16299,True,False,False,True,False,False,False
16300,False,False,False,False,False,False,False
16301,False,False,False,False,False,False,False
16302,False,False,False,False,False,False,False
16303,False,False,False,False,False,False,False
16304,True,False,False,True,False,False,True
16305,True,False,False,True,False,False,True
16306,False,False,False,False,False,False,False
16307,False,True,False,True,False,False,True
16308,False,False,False,False,False,False,False
16309,False,False,False,False,False,False,False
16310,False,False,False,True,False,False,True
16311,False,False,False,False,False,False,False
16312,False,False,False,False,False,False,False
16313,False,False,False,True,False,True,False
16314,True,False,False,True,True,False,True
16315,False,False,False,False,False,False,False
16316,False,True,False,True,False,False,True
16317,False,False,False,False,False,False,False
16318,False,False,False,True,True,False,True
16319,True,False,False,True,False,False,False
16320,False,False,False,False,False,False,False
16321,False,True,False,True,True,False,False
16322,False,False,False,False,False,False,False
16323,False,False,False,False,False,False,False
16324,False,False,False,True,False,False,False
16325,True,False,False,True,False,False,False
16326,False,False,False,False,False,False,False
16327,True,False,False,True,False,False,False
16328,False,False,False,False,False,False,False
16329,False,False,False,True,False,False,True
16330,True,False,False,False,False,False,True
16331,True,False,False,False,False,False,False
16332,False,False,False,False,False,False,False
16333,True,False,False,True,True,False,True
16334,True,True,False,True,True,False,True
16335,True,False,False,True,True,False,True
16336,False,False,False,False,False,False,True
16337,False,False,False,False,False,False,False
16338,False,False,False,True,True,False,True
16339,True,False,False,False,False,False,True
16340,False,False,False,True,False,False,False
16341,False,False,False,True,False,False,True
16342,False,False,False,False,False,False,False
16343,False,False,False,False,False,False,True
16344,True,True,False,True,False,False,True
16345,False,False,False,True,True,False,False
16346,True,False,False,True,False,False,True
16347,False,False,True,True,True,False,False
16348,False,False,False,True,False,False,False
16349,False,False,False,False,False,False,True
16350,False,False,False,False,False,False,False
16351,True,True,False,True,True,False,True
16352,True,False,False,False,False,False,True
16353,False,False,False,False,False,False,False
16354,False,False,False,False,False,False,False
16355,True,False,False,True,False,False,True
16356,True,False,False,True,False,False,False
16357,True,False,False,True,True,False,False
16358,False,False,False,False,False,False,False
16359,False,False,False,False,False,False,False
16360,False,False,False,True,False,False,True
16361,False,False,False,True,True,False,True
16362,False,False,False,False,False,False,False
16363,False,False,False,True,False,False,False
16364,True,False,False,True,False,False,True
16365,False,False,False,False,False,False,False
16366,False,False,False,False,False,False,False
16367,False,False,False,False,False,False,False
16368,True,False,False,True,False,False,False
16369,False,False,False,True,False,False,False
16370,False,False,False,True,False,False,True
16371,False,False,False,False,False,False,False
16372,True,False,False,True,False,False,False
16373,True,True,True,True,True,False,True
16374,True,False,False,True,False,False,True
16375,False,False,False,False,False,False,False
16376,False,False,False,False,False,False,False
16377,False,False,False,False,False,False,False
16378,True,False,False,True,False,False,True
16379,True,False,False,True,False,False,True
16380,False,False,False,False,False,False,True
16381,False,False,False,True,False,False,True
16382,False,False,False,False,False,False,False
16383,False,False,False,False,False,False,False
16384,False,False,False,True,False,False,True
16385,False,True,False,True,False,False,True
16386,True,False,False,True,False,False,True
16387,True,True,False,True,False,False,True
16388,False,False,False,False,False,False,False
16389,True,True,True,True,True,False,True
16390,False,False,False,False,False,False,True
16391,True,False,False,True,False,False,True
16392,True,False,False,True,False,False,True
16393,True,True,False,True,True,False,True
16394,True,False,False,True,True,False,False
16395,False,False,False,True,False,False,False
16396,False,False,False,False,False,False,False
16397,True,False,False,True,False,False,False
16398,False,False,False,True,True,False,False
16399,False,True,False,True,False,False,False
16400,False,False,False,False,False,False,False
16401,False,False,False,True,True,False,True
16402,False,False,False,False,False,False,False
16403,False,False,False,False,False,False,False
16404,False,True,False,True,False,False,True
16405,False,False,False,False,False,False,False
16406,False,False,False,False,False,False,False
16407,False,False,False,True,False,False,True
16408,False,False,False,True,False,False,False
16409,False,True,False,False,False,True,True
16410,False,False,False,False,False,True,False
16411,False,False,False,True,False,False,True
16412,False,False,False,True,False,False,True
16413,True,False,False,True,False,False,True
16414,False,False,False,False,True,False,True
16415,False,False,False,True,False,False,False
16416,False,False,False,False,False,False,False
16417,False,False,True,False,False,False,True
16418,False,False,False,False,False,False,False
16419,True,False,False,True,False,False,True
16420,False,False,False,False,False,False,False
16421,False,False,False,True,True,False,True
16422,True,True,False,True,False,False,True
16423,False,False,False,False,False,False,False
16424,False,True,False,False,True,True,False
16425,False,True,False,True,False,False,True
16426,False,False,False,False,False,True,False
16427,False,False,False,False,False,False,False
16428,True,False,False,True,False,False,True
16429,False,False,False,True,False,False,True
16430,False,False,False,False,False,False,False
16431,True,False,False,False,False,False,False
16432,True,False,False,True,False,False,False
16433,False,False,False,True,False,False,False
16434,True,False,False,True,False,False,False
16435,False,True,False,False,True,False,True
16436,False,False,False,True,False,False,True
16437,False,False,False,False,False,False,False
16438,True,False,False,True,True,False,True
16439,True,True,False,True,False,False,True
16440,True,True,False,True,False,False,False
16441,False,False,False,False,False,False,False
16442,False,False,False,True,True,False,True
16443,True,False,False,True,True,False,False
16444,True,True,False,True,False,False,True
16445,False,False,False,False,False,False,False
16446,False,False,False,False,False,False,False
16447,True,False,False,True,False,False,False
16448,False,False,False,False,False,False,True
16449,True,True,False,True,True,False,True
16450,False,False,False,True,False,False,True
16451,True,True,False,True,False,False,True
16452,True,True,False,True,False,False,True
16453,False,False,False,False,False,False,False
16454,False,False,False,False,False,False,False
16455,False,True,False,True,True,False,True
16456,True,True,False,True,False,False,True
16457,False,False,False,True,True,False,False
16458,False,False,False,False,False,False,False
16459,False,False,False,False,False,False,False
16460,False,False,False,False,False,False,False
16461,False,False,False,False,False,False,False
16462,True,True,True,True,False,False,True
16463,True,True,True,True,True,False,True
16464,False,False,False,True,True,False,True
16465,True,True,False,True,False,False,True
16466,True,False,False,True,False,False,True
16467,True,False,False,True,False,False,True
16468,False,False,False,False,False,False,False
16469,False,False,False,True,False,False,True
16470,False,True,False,True,False,False,True
16471,False,False,False,False,False,False,False
16472,False,False,False,True,True,False,False
16473,False,False,False,True,False,True,True
16474,True,True,True,True,False,False,True
16475,True,True,False,True,False,False,True
16476,True,False,False,True,False,False,False
16477,False,True,False,True,False,False,False
16478,False,True,False,True,False,False,True
16479,True,False,False,True,True,False,False
16480,False,True,False,True,True,False,True
16481,True,True,False,True,False,False,True
16482,True,False,False,True,False,False,True
16483,False,True,False,True,False,False,False
16484,False,False,False,False,False,False,False
16485,False,False,False,False,False,False,False
16486,False,False,False,True,False,False,False
16487,False,False,False,False,False,False,False
16488,True,False,False,True,False,False,True
16489,False,False,False,False,False,False,False
16490,False,False,False,True,False,False,True
16491,False,False,False,True,False,False,True
16492,False,False,False,False,False,False,False
16493,True,False,False,True,False,False,True
16494,False,False,False,False,False,False,False
16495,True,False,False,True,False,False,True
16496,False,False,False,False,False,False,False
16497,True,True,False,True,False,False,True
16498,False,False,False,False,False,False,False
16499,False,True,False,False,True,False,True
16500,False,False,False,False,False,False,False
16501,False,False,True,False,False,False,True
16502,False,False,False,False,False,False,True
16503,True,False,False,True,False,False,True
16504,True,False,False,True,False,False,True
16505,False,False,True,True,False,False,True
16506,False,False,False,False,False,False,False
16507,False,True,True,True,False,False,False
16508,True,False,False,True,False,False,False
16509,False,False,False,True,False,False,False
16510,False,False,False,False,False,True,False
16511,True,False,False,True,False,False,True
16512,False,False,False,True,False,False,True
16513,False,False,False,True,False,False,True
16514,False,False,False,False,False,False,False
16515,False,False,True,True,False,False,True
16516,False,True,False,True,False,False,True
16517,False,False,False,True,False,False,False
16518,False,False,False,False,False,False,False
16519,True,False,False,True,False,False,False
16520,False,False,False,False,False,False,True
16521,True,False,False,True,False,False,False
16522,True,False,False,True,False,False,False
16523,False,False,False,False,False,False,False
16524,False,False,False,False,False,False,False
16525,True,True,False,True,True,False,True
16526,False,False,False,True,False,False,False
16527,False,False,False,False,False,False,False
16528,False,False,False,False,False,False,False
16529,False,False,False,False,False,False,False
16530,True,False,False,True,True,False,True
16531,True,False,False,True,True,False,True
16532,True,True,False,True,False,False,True
16533,False,False,False,False,False,True,True
16534,False,False,False,False,False,True,False
16535,False,False,False,False,False,False,False
16536,False,False,False,False,False,False,False
16537,False,False,False,False,False,False,False
16538,False,False,False,False,False,False,False
16539,False,False,False,False,False,False,False
16540,False,True,False,True,False,False,True
16541,False,False,False,False,False,False,False
16542,True,True,True,True,False,False,False
16543,False,False,False,False,False,False,False
16544,True,True,False,True,True,False,True
16545,False,False,False,False,False,False,False
16546,True,True,False,True,False,False,True
16547,False,False,False,False,False,False,False
16548,False,False,False,False,False,False,True
16549,True,False,False,True,False,False,False
16550,False,False,False,False,False,False,False
16551,True,True,False,True,True,False,True
16552,False,False,False,False,False,False,False
16553,True,True,False,True,True,False,True
16554,True,True,False,True,False,False,True
16555,True,True,True,True,True,False,True
16556,False,False,False,False,False,False,False
16557,False,False,False,False,False,False,False
16558,False,False,False,False,False,False,False
16559,True,False,False,True,False,False,False
16560,False,False,False,True,False,False,True
16561,True,False,False,False,False,False,False
16562,False,False,False,False,False,False,False
16563,False,False,False,False,False,False,False
16564,False,False,False,False,False,False,False
16565,False,False,False,False,False,False,False
16566,False,True,False,True,False,False,True
16567,False,False,False,False,False,False,False
16568,False,False,False,True,False,False,False
16569,False,False,False,False,False,False,False
16570,False,False,False,True,False,False,True
16571,False,False,False,False,False,False,False
16572,False,False,False,False,False,False,False
16573,False,False,False,False,False,False,False
16574,False,False,False,False,False,False,False
16575,False,True,False,True,False,False,True
16576,False,False,False,False,False,False,False
16577,False,False,False,False,False,False,False
16578,False,False,False,True,True,False,False
16579,False,False,False,False,False,False,False
16580,False,True,False,True,False,False,True
16581,False,False,False,False,False,False,False
16582,False,False,False,False,False,False,False
16583,True,False,False,True,False,False,False
16584,False,False,False,False,False,False,False
16585,False,False,False,False,False,False,False
16586,False,False,False,False,False,False,False
16587,False,False,False,False,False,False,False
16588,False,False,False,False,False,False,False
16589,False,False,False,False,False,False,False
16590,True,False,False,True,False,False,True
16591,True,False,False,True,False,False,False
16592,True,False,False,True,False,False,False
16593,True,False,False,False,False,False,True
16594,True,False,False,True,True,False,False
16595,True,False,False,True,True,False,False
16596,False,False,False,True,False,False,True
16597,False,False,False,False,False,False,False
16598,False,False,False,False,False,False,False
16599,True,True,False,False,False,False,False
16600,True,False,False,True,False,False,True
16601,False,False,False,False,False,False,False
16602,False,False,False,False,False,False,False
16603,False,True,False,True,False,False,True
16604,False,False,False,False,False,False,False
16605,False,False,False,True,False,False,False
16606,False,False,True,False,False,False,False
16607,True,False,False,False,False,False,True
16608,False,False,False,False,False,False,False
16609,False,False,False,False,False,False,True
16610,False,False,False,True,False,True,True
16611,False,False,False,False,False,False,False
16612,False,False,False,False,False,False,False
16613,False,True,False,True,False,False,True
16614,False,False,False,False,False,False,False
16615,True,True,False,True,False,False,True
16616,False,False,False,False,False,False,False
16617,False,False,False,False,False,False,False
16618,False,False,False,True,False,False,False
16619,False,False,False,True,False,False,True
16620,True,True,False,True,False,False,True
16621,False,False,False,True,False,False,True
16622,True,True,False,True,True,False,True
16623,True,True,True,True,True,False,True
16624,True,True,False,True,False,False,False
16625,False,False,False,False,False,False,False
16626,True,False,False,True,False,False,True
16627,False,False,False,False,False,False,False
16628,False,False,False,False,False,False,False
16629,False,False,False,False,False,False,False
16630,False,False,False,False,False,False,False
16631,False,False,False,False,False,False,False
16632,True,False,False,True,False,False,False
16633,False,True,False,True,False,False,False
16634,False,False,False,False,False,False,False
16635,False,False,False,False,False,False,False
16636,False,False,False,True,True,False,True
16637,False,False,False,False,False,False,False
16638,False,False,False,False,False,False,False
16639,False,False,False,False,False,False,False
16640,False,False,False,False,False,False,False
16641,False,False,False,False,False,False,False
16642,False,False,False,False,False,False,False
16643,False,True,False,True,False,False,True
16644,False,False,False,True,True,False,True
16645,False,False,False,False,False,False,False
16646,False,False,False,True,True,False,True
16647,True,False,False,True,False,False,True
16648,True,False,False,True,False,True,True
16649,True,False,False,True,False,False,False
16650,False,False,False,False,False,False,False
16651,False,False,True,True,True,False,False
16652,True,False,False,True,False,False,False
16653,False,False,False,True,False,False,True
16654,False,True,False,False,False,False,True
16655,False,False,False,False,False,False,False
16656,False,True,False,True,True,False,True
16657,False,False,False,True,False,False,False
16658,False,False,False,True,False,False,False
16659,False,False,False,False,False,False,False
16660,True,False,False,True,False,False,True
16661,False,False,False,False,False,False,False
16662,True,False,False,True,False,False,False
16663,False,False,False,False,False,False,False
16664,True,True,False,True,True,False,False
16665,False,False,False,True,False,False,True
16666,True,False,False,True,False,False,False
16667,False,False,False,True,False,False,False
16668,False,False,False,True,False,False,False
16669,True,False,False,True,False,False,True
16670,False,True,False,True,False,False,True
16671,True,False,False,False,False,False,False
16672,False,False,False,True,False,False,True
16673,False,False,False,False,False,False,False
16674,False,False,False,True,False,False,True
16675,True,False,False,True,False,False,True
16676,False,False,False,True,False,False,True
16677,False,False,False,False,False,False,False
16678,False,False,False,True,False,False,True
16679,True,True,True,True,True,False,True
16680,False,False,False,False,False,False,False
16681,False,False,False,False,False,False,False
16682,False,True,False,True,True,False,True
16683,False,False,False,False,False,False,False
16684,True,True,False,True,False,False,True
16685,True,False,True,True,False,False,False
16686,False,False,False,False,False,False,False
16687,False,False,False,False,False,False,False
16688,True,False,False,True,False,False,True
16689,False,False,False,True,False,False,True
16690,False,False,False,False,False,False,False
16691,True,True,False,True,True,False,True
16692,False,False,False,False,False,False,False
16693,False,False,False,True,False,False,True
16694,False,False,False,False,False,False,False
16695,True,False,False,True,False,False,True
16696,True,True,False,True,False,False,True
16697,False,False,False,True,True,False,True
16698,False,False,False,False,False,False,False
16699,False,False,False,True,False,False,False
16700,False,False,False,False,False,False,True
16701,False,True,False,True,False,False,True
16702,True,False,False,True,False,False,True
16703,False,False,False,False,False,False,False
16704,False,False,False,False,False,False,False
16705,True,False,False,True,False,False,False
16706,False,False,False,False,False,False,False
16707,False,False,False,False,False,False,False
16708,False,False,False,False,False,False,False
16709,True,False,False,True,False,False,False
16710,False,False,False,False,False,False,False
16711,True,True,False,True,False,False,True
16712,False,False,False,False,False,False,False
16713,False,False,False,False,False,False,False
16714,True,False,False,False,True,False,False
16715,False,True,True,True,True,False,True
16716,False,False,False,True,False,False,True
16717,True,False,False,True,False,False,True
16718,False,False,False,False,False,False,False
16719,True,False,False,True,False,True,False
16720,True,False,False,True,False,False,True
16721,False,False,False,False,False,False,False
16722,True,False,True,False,True,True,True
16723,False,False,False,False,False,False,False
16724,False,False,False,False,False,False,True
16725,False,False,False,False,False,False,False
16726,True,True,False,True,False,False,False
16727,False,False,False,False,False,False,False
16728,False,False,False,True,False,False,True
16729,False,False,False,True,True,False,True
16730,False,False,False,True,False,False,True
16731,False,False,False,False,False,False,False
16732,True,True,False,False,False,False,True
16733,False,False,False,False,False,False,False
16734,False,False,False,False,False,False,False
16735,False,False,True,True,False,False,True
16736,False,False,False,False,False,False,False
16737,False,False,False,False,False,False,True
16738,False,False,False,False,False,False,False
16739,False,False,False,False,False,False,False
16740,True,False,False,True,True,False,True
16741,True,False,False,True,False,False,True
16742,False,False,False,True,False,False,False
16743,False,False,False,True,False,False,False
16744,True,True,False,True,False,False,True
16745,True,True,True,True,True,False,True
16746,False,False,False,False,False,False,False
16747,False,False,False,False,False,False,False
16748,False,False,False,False,False,False,False
16749,True,False,False,True,False,False,True
16750,False,False,False,False,False,False,False
16751,True,False,False,True,False,False,False
16752,False,False,False,False,False,False,False
16753,True,True,False,True,True,False,False
16754,False,False,False,False,False,False,False
16755,False,True,False,True,False,True,False
16756,True,True,False,True,True,False,True
16757,True,False,False,True,False,False,False
16758,True,True,False,True,False,False,True
16759,False,False,False,True,False,False,False
16760,False,False,False,False,False,False,False
16761,False,False,False,False,False,False,False
16762,False,False,False,True,False,False,True
16763,True,False,False,True,False,False,False
16764,False,False,False,False,False,False,True
16765,False,False,False,False,True,False,True
16766,True,True,False,True,False,False,False
16767,True,False,False,True,True,False,True
16768,True,True,False,True,False,False,True
16769,True,False,False,True,False,False,False
16770,True,False,False,True,True,False,True
16771,True,True,False,True,False,False,True
16772,False,False,False,False,False,False,False
16773,True,True,False,True,False,False,True
16774,False,True,False,True,False,False,True
16775,True,False,False,True,False,False,True
16776,False,False,False,True,False,False,False
16777,True,False,False,True,False,False,True
16778,False,False,False,True,False,False,True
16779,False,False,False,False,False,False,False
16780,True,False,True,True,False,False,True
16781,False,False,False,False,False,False,False
16782,False,False,False,False,False,False,True
16783,True,True,False,True,False,False,True
16784,False,True,False,True,True,False,True
16785,True,True,False,True,False,False,True
16786,True,True,True,True,True,False,True
16787,True,False,False,True,False,False,False
16788,False,False,False,True,False,False,True
16789,True,True,False,True,True,False,True
16790,True,False,False,True,False,False,False
16791,True,True,True,True,True,False,True
16792,True,False,False,True,False,False,True
16793,False,True,False,True,False,False,True
16794,False,False,False,False,False,False,False
16795,False,False,False,False,False,False,False
16796,False,False,False,False,False,False,False
16797,False,False,False,False,False,False,False
16798,True,False,False,True,True,False,False
16799,True,False,False,True,True,False,True
16800,False,False,False,False,False,False,False
16801,True,False,False,True,True,False,True
16802,True,True,False,True,True,False,True
16803,False,False,False,True,False,False,False
16804,False,False,False,False,False,False,False
16805,True,False,False,True,False,False,False
16806,False,True,True,True,False,False,True
16807,False,True,False,False,False,False,False
16808,True,False,False,True,False,False,True
16809,False,False,False,True,False,False,False
16810,False,False,False,False,False,False,False
16811,False,False,False,False,False,False,False
16812,False,False,False,False,False,False,False
16813,True,True,False,True,False,False,False
16814,False,False,False,False,False,False,False
16815,False,False,False,True,False,False,True
16816,False,False,False,False,False,False,False
16817,False,False,False,False,False,False,False
16818,False,True,False,True,False,False,False
16819,True,True,False,True,False,False,True
16820,True,False,False,False,False,False,False
16821,False,False,False,True,False,False,True
16822,False,False,False,False,False,True,False
16823,False,False,False,True,False,False,False
16824,False,False,False,False,False,False,True
16825,False,False,False,True,False,False,True
16826,False,False,False,False,False,False,False
16827,True,False,False,False,False,False,True
16828,False,True,True,True,False,False,True
16829,False,False,False,True,False,False,True
16830,False,False,False,False,False,False,False
16831,False,False,False,False,False,False,False
16832,False,False,False,True,True,False,True
16833,False,False,False,False,False,False,False
16834,False,False,False,False,False,False,True
16835,True,False,False,True,False,False,False
16836,True,False,False,True,False,False,True
16837,False,False,False,True,False,False,True
16838,True,False,False,True,False,False,False
16839,False,False,False,False,False,False,False
16840,False,False,False,False,False,False,True
16841,False,False,False,False,False,False,False
16842,False,False,False,True,True,False,True
16843,False,False,False,False,False,False,False
16844,False,False,False,False,False,False,False
16845,True,True,False,False,False,False,False
16846,True,False,False,False,False,False,True
16847,True,False,False,True,False,False,False
16848,False,False,False,True,False,False,False
16849,True,False,False,True,False,False,True
16850,True,False,False,True,False,False,True
16851,False,False,False,False,False,False,False
16852,False,False,False,True,False,False,False
16853,False,False,False,False,False,False,False
16854,False,False,False,False,False,False,False
16855,False,False,False,False,False,False,False
16856,True,True,True,True,True,False,True
16857,False,False,False,False,False,False,False
