ResponseId,LearnCode - Books / Physical media,LearnCode - Coding Bootcamp,LearnCode - Colleague,LearnCode - Friend or family member,LearnCode - On the job training,LearnCode - Online Courses or Certification,LearnCode - Other (please specify):,"LearnCode - Other online resources (e.g., videos, blogs, forum, online community)","LearnCode - School (i.e., University, College, etc)"
13947,True,False,False,True,False,False,True,True,False
13948,True,False,True,False,True,False,False,True,True
13949,True,False,True,False,True,True,False,True,True
13950,False,False,False,False,False,True,False,True,False
13951,True,False,True,True,True,True,False,True,False
13952,False,False,False,False,True,False,False,True,True
13953,True,False,False,False,False,False,False,True,True
13954,True,False,False,False,True,True,False,True,True
13955,False,False,True,False,False,False,False,True,False
13956,False,False,False,False,False,True,False,True,False
13957,False,False,False,False,False,False,False,True,False
13958,False,False,False,False,False,False,False,True,True
13959,True,True,True,False,True,True,False,True,True
13960,True,False,False,False,True,True,False,True,True
13961,False,True,True,False,False,True,False,False,True
13962,True,False,False,False,True,False,False,True,False
13963,False,False,False,True,False,False,False,True,True
13964,False,False,False,True,True,True,False,True,False
13965,False,False,True,False,True,False,False,True,False
13966,False,False,True,False,False,False,False,True,True
13967,False,False,False,False,True,True,False,False,False
13968,False,False,False,False,False,True,False,True,False
13969,False,False,True,False,False,True,False,False,False
13970,False,False,False,False,False,False,False,True,False
13971,False,False,False,False,True,True,False,True,False
13972,False,False,False,False,False,True,False,False,True
13973,False,False,False,False,False,True,False,True,False
13974,False,False,False,True,False,True,False,True,True
13975,False,False,False,True,True,False,False,True,True
13976,False,False,False,False,False,False,False,True,True
13977,False,False,False,False,False,False,False,True,True
13978,False,False,True,False,True,True,False,True,True
13979,False,False,False,False,False,True,False,True,True
13980,False,False,True,False,False,True,False,True,True
13981,True,False,True,False,True,True,False,True,True
13982,True,True,False,False,True,False,False,False,False
13983,False,False,False,False,False,True,False,True,False
13984,False,False,False,False,False,True,False,False,False
13985,False,False,False,False,False,True,False,True,False
13986,False,False,False,False,False,True,False,True,False
13987,True,False,False,False,True,True,False,True,False
13988,True,False,False,False,False,False,False,True,False
13989,True,False,False,False,False,True,False,True,False
13990,True,False,False,True,False,False,False,True,False
13991,True,False,False,False,True,True,False,True,True
13992,False,True,False,False,True,True,False,True,False
13993,False,False,False,False,False,False,True,True,True
13994,False,False,False,False,False,True,False,True,False
13995,True,False,False,True,False,False,False,True,False
13996,True,False,False,False,True,False,False,True,False
13997,True,False,False,False,False,False,False,True,False
13998,True,False,False,False,False,False,False,True,False
13999,True,False,True,False,False,True,False,True,True
14000,True,False,False,False,True,True,False,True,False
14001,False,False,False,False,True,False,False,True,False
14002,False,False,True,False,True,False,True,True,True
14003,True,False,True,True,False,False,False,True,False
14004,True,False,True,False,True,True,False,False,True
14005,True,False,False,False,False,False,False,False,False
14006,False,False,False,False,False,False,False,True,False
14007,False,False,False,False,False,False,True,False,False
14008,True,False,False,False,False,False,False,True,False
14009,True,False,True,False,False,True,False,False,False
14010,False,False,False,False,False,False,False,True,True
14011,True,False,True,False,True,False,False,True,True
14012,True,False,False,True,False,True,False,True,False
14013,False,False,False,False,False,False,False,True,False
14014,False,False,False,False,True,False,False,True,False
14015,True,False,False,False,False,True,False,True,True
14016,False,False,False,False,True,False,True,True,False
14017,False,False,False,False,True,False,False,True,True
14018,True,False,False,False,True,False,False,False,True
14019,False,False,False,False,False,False,False,True,False
14020,True,False,False,False,False,False,False,True,True
14021,False,False,False,False,True,True,False,True,True
14022,False,False,False,False,True,True,False,True,False
14023,True,False,False,False,False,True,False,True,False
14024,False,False,False,False,False,False,False,True,False
14025,True,False,False,False,False,True,False,True,False
14026,False,False,True,False,True,True,False,True,False
14027,False,False,False,False,False,False,False,True,False
14028,False,False,True,True,True,True,False,True,True
14029,True,False,True,False,True,False,False,True,False
14030,True,True,True,True,True,True,False,True,True
14031,True,False,False,False,False,True,False,True,False
14032,False,True,False,True,False,False,False,True,False
14033,True,False,False,False,False,False,False,True,True
14034,False,False,False,True,False,False,False,True,True
14035,True,False,False,False,False,False,False,False,True
14036,True,False,True,False,True,False,False,False,True
14037,False,False,False,False,False,True,False,False,False
14038,False,False,False,False,True,True,False,True,False
14039,False,False,False,False,False,True,False,True,True
14040,True,False,False,False,False,False,False,False,False
14041,False,False,False,False,False,True,False,False,False
14042,True,False,False,False,False,True,False,True,False
14043,True,False,False,False,False,True,False,False,True
14044,True,False,False,False,False,False,False,False,True
14045,False,False,True,True,False,True,False,True,True
14046,True,False,False,False,True,False,False,True,False
14047,True,False,False,False,False,False,False,True,True
14048,True,False,False,False,False,True,False,True,True
14049,False,False,False,False,False,False,True,False,False
14050,True,False,False,False,False,False,False,True,False
14051,True,False,False,False,False,False,False,True,False
14052,True,False,False,False,False,False,False,False,False
14053,False,False,False,False,True,False,False,True,True
14054,True,False,False,False,False,False,False,True,True
14055,True,False,True,False,True,True,False,True,True
14056,False,False,False,False,False,False,False,True,False
14057,False,False,False,False,False,False,False,True,False
14058,True,False,False,False,False,True,False,True,False
14059,False,False,False,False,False,True,False,True,True
14060,False,False,False,False,False,False,False,True,True
14061,False,False,True,True,True,True,False,True,False
14062,True,False,True,False,True,True,False,False,True
14063,False,False,False,False,True,True,False,True,False
14064,True,False,True,False,True,True,False,False,True
14065,True,False,False,False,False,False,False,True,True
14066,False,False,False,False,True,True,False,True,True
14067,True,False,True,False,True,False,False,True,True
14068,True,False,False,False,False,True,True,True,False
14069,False,False,False,False,True,True,False,True,True
14070,True,False,False,False,True,False,False,True,True
14071,False,False,True,False,True,False,False,True,False
14072,False,False,False,False,False,False,False,True,False
14073,False,False,False,False,True,True,False,True,False
14074,True,False,False,False,True,False,False,True,True
14075,True,False,True,False,True,True,False,True,False
14076,False,False,False,False,True,False,False,True,False
14077,True,False,False,False,False,True,False,True,False
14078,True,False,False,False,False,False,False,True,True
14079,True,False,False,False,False,False,False,True,True
14080,False,False,False,False,True,True,False,False,False
14081,False,False,False,False,False,True,False,True,True
14082,False,False,False,False,False,True,False,False,False
14083,False,False,False,False,False,False,False,False,True
14084,False,False,True,False,False,False,False,True,True
14085,True,False,False,False,False,True,False,True,False
14086,False,False,False,False,True,False,True,True,True
14087,True,False,False,False,False,False,False,False,True
14088,False,False,False,False,True,False,False,True,False
14089,False,False,False,False,True,False,False,True,True
14090,False,False,False,False,True,True,False,True,False
14091,False,True,False,False,False,True,False,True,True
14092,True,False,False,False,False,True,False,True,True
14093,True,False,False,False,False,False,False,True,False
14094,True,False,False,False,False,False,False,True,True
14095,True,True,False,False,True,True,False,True,False
14096,True,False,False,False,True,True,False,True,True
14097,True,False,False,False,True,True,False,True,True
14098,True,False,False,False,False,False,False,True,False
14099,False,False,False,False,True,True,False,True,False
14100,False,False,False,True,False,False,False,True,False
14101,True,False,True,False,True,True,False,True,True
14102,False,False,True,False,False,False,False,True,False
14103,False,False,False,False,False,False,True,True,False
14104,True,False,False,False,True,True,False,True,False
14105,False,False,False,False,False,True,True,False,False
14106,False,False,False,False,True,True,False,True,False
14107,False,False,False,False,False,True,False,True,False
14108,True,False,False,False,False,True,False,True,False
14109,True,False,False,False,False,True,False,True,False
14110,True,False,True,False,True,True,False,True,True
14111,False,True,False,False,False,True,False,True,False
14112,True,False,False,False,True,True,False,True,False
14113,True,False,True,True,True,True,False,True,False
14114,True,False,False,False,False,True,False,True,False
14115,False,False,False,False,True,True,False,False,True
14116,False,False,False,False,True,True,False,True,False
14117,False,False,True,False,False,False,False,True,True
14118,False,False,True,False,True,True,False,True,True
14119,True,False,False,False,False,True,False,True,False
14120,True,False,False,False,False,False,False,True,False
14121,True,False,False,False,False,False,True,False,True
14122,True,False,True,False,False,False,False,False,True
14123,True,True,False,True,True,True,False,True,False
14124,True,False,False,False,False,False,False,False,False
14125,False,False,False,False,True,False,False,False,False
14126,True,False,True,True,True,True,False,True,False
14127,True,False,False,False,False,False,False,True,True
14128,False,True,True,False,False,True,True,True,True
14129,False,False,False,False,False,True,False,False,True
14130,True,False,False,True,False,False,False,False,True
14131,False,False,False,False,False,True,False,False,False
14132,False,False,False,False,False,False,False,True,False
14133,False,False,False,False,False,False,False,True,True
14134,True,False,False,False,False,False,False,True,True
14135,True,True,False,False,False,True,False,True,False
14136,True,False,False,False,True,True,False,True,False
14137,True,True,False,False,False,True,False,True,True
14138,True,False,True,False,True,True,False,True,True
14139,False,False,True,False,True,True,False,True,False
14140,False,False,False,True,False,False,False,True,True
14141,True,False,True,False,True,False,True,False,False
14142,False,False,False,False,True,True,False,True,False
14143,True,False,False,False,True,False,False,True,False
14144,False,False,False,False,False,True,False,True,False
14145,False,False,False,False,False,True,False,True,True
14146,False,False,False,False,False,True,False,True,False
14147,True,False,False,False,False,True,False,True,True
14148,True,True,False,False,False,False,False,False,True
14149,True,False,False,False,False,False,False,True,False
14150,True,False,False,False,False,True,False,False,False
14151,True,True,True,False,True,True,False,True,True
14152,False,False,False,False,False,False,False,True,False
14153,False,False,False,False,False,False,False,True,False
14154,False,False,False,False,False,False,False,False,True
14155,True,False,False,False,False,True,False,True,False
14156,True,False,True,False,True,True,False,True,False
14157,False,False,False,False,True,True,False,True,True
14158,False,False,False,False,False,True,False,True,True
14159,False,False,False,False,False,False,False,False,True
14160,True,False,False,False,False,False,False,True,True
14161,True,False,False,False,True,True,False,True,True
14162,True,False,False,False,True,False,False,True,True
14163,False,False,True,True,True,False,False,True,True
14164,False,False,False,False,False,False,False,True,False
14165,False,False,False,False,True,False,False,True,False
14166,False,False,False,True,False,False,False,False,False
14167,False,False,False,False,True,True,False,True,True
14168,True,False,False,True,False,False,False,True,True
14169,True,True,False,False,False,True,False,True,False
14170,False,True,False,False,False,True,False,True,True
14171,True,False,True,False,True,False,False,True,False
14172,True,False,False,False,True,True,False,True,True
14173,True,False,False,False,False,False,False,True,True
14174,False,False,False,False,True,True,True,True,False
14175,True,False,False,False,True,True,False,True,True
14176,False,False,False,True,False,True,False,True,True
14177,False,False,True,False,True,False,False,False,False
14178,True,False,False,False,False,False,False,True,False
14179,True,False,False,False,False,True,False,True,False
14180,True,False,False,False,False,False,False,True,True
14181,False,False,False,True,False,True,False,True,True
14182,True,False,False,False,True,False,False,True,False
14183,True,False,False,False,True,False,False,True,True
14184,False,False,False,False,True,True,False,True,False
14185,True,False,True,False,False,False,False,False,True
14186,True,True,False,False,True,True,False,False,True
14187,True,False,False,False,True,True,False,True,True
14188,True,False,False,False,False,True,False,True,False
14189,False,True,False,False,True,True,False,True,True
14190,False,False,True,False,True,False,False,True,False
14191,True,True,False,False,False,True,True,True,False
14192,False,False,False,False,False,False,True,False,False
14193,False,False,False,False,False,True,False,False,False
14194,False,True,False,False,False,True,False,False,False
14195,False,False,False,False,True,True,False,True,False
14196,False,False,False,False,True,False,False,True,True
14197,False,False,False,False,True,True,False,True,True
14198,False,False,False,False,False,False,False,True,False
14199,True,False,False,False,False,False,False,False,True
14200,False,True,False,True,False,True,False,True,True
14201,False,False,False,False,False,True,False,True,False
14202,False,True,True,False,True,False,False,True,True
14203,False,False,False,False,False,False,False,True,False
14204,False,True,False,False,False,True,False,True,False
14205,True,False,False,False,True,True,False,True,False
14206,False,False,False,False,False,True,False,True,False
14207,False,False,False,False,False,True,False,True,True
14208,False,False,False,False,False,True,False,True,False
14209,False,True,True,True,True,True,False,True,True
14210,True,False,False,False,False,True,False,False,False
14211,True,False,False,False,True,False,False,True,False
14212,False,False,False,False,True,False,False,False,False
14213,False,False,False,False,False,False,False,True,True
14214,True,True,True,True,True,True,True,True,False
14215,False,False,False,False,False,False,False,True,False
14216,False,False,False,False,False,False,False,False,True
14217,True,False,False,False,False,False,False,True,True
14218,True,False,False,True,True,False,False,True,True
14219,False,False,False,False,True,False,False,True,True
14220,False,False,True,False,True,False,False,True,False
14221,False,False,False,False,False,False,False,True,True
14222,False,False,False,False,False,False,False,False,True
14223,True,False,False,False,False,True,False,True,False
14224,True,False,False,False,False,True,False,True,True
14225,True,False,False,False,False,True,False,False,True
14226,False,False,False,True,False,False,False,True,False
14227,False,False,False,False,False,False,False,True,False
14228,False,False,False,False,False,False,False,True,False
14229,False,False,False,False,False,False,False,True,False
14230,False,True,False,False,False,True,False,True,False
14231,False,True,False,False,False,True,False,True,True
14232,False,False,False,False,True,True,True,True,False
14233,True,False,False,False,False,True,False,True,True
14234,False,False,False,False,False,True,False,True,True
14235,True,False,False,False,False,False,True,True,False
14236,False,False,False,False,False,False,True,False,False
14237,False,False,False,False,False,False,False,True,True
14238,True,False,False,False,False,False,False,True,True
14239,False,False,False,False,False,False,False,True,True
14240,False,False,False,False,True,False,True,False,False
14241,False,True,False,True,True,True,False,True,False
14242,True,False,False,False,True,True,False,True,True
14243,False,False,False,True,False,False,True,False,False
14244,True,False,False,False,True,False,False,True,False
14245,True,True,False,False,True,False,False,False,False
14246,False,False,False,False,False,False,False,True,False
14247,False,False,True,False,True,False,False,True,True
14248,False,False,True,False,False,False,False,True,False
14249,False,False,True,False,False,True,False,True,False
14250,False,False,True,False,True,False,False,False,False
14251,False,False,False,False,False,True,False,True,False
14252,True,False,False,False,False,False,False,False,True
14253,True,True,True,True,True,True,False,True,True
14254,False,False,False,False,False,False,False,True,False
14255,False,False,False,False,False,True,False,True,True
14256,True,False,False,False,False,True,False,True,False
14257,True,True,False,False,True,True,False,True,True
14258,False,False,False,False,False,False,True,False,False
14259,True,False,False,False,True,True,False,True,True
14260,False,False,False,False,False,False,False,True,True
14261,True,True,True,True,False,True,False,True,True
14262,False,False,False,False,True,True,False,False,True
14263,False,False,False,False,False,True,True,False,False
14264,False,False,False,False,False,True,False,True,True
14265,False,False,False,False,False,False,False,True,False
14266,False,False,False,False,True,False,False,True,False
14267,True,False,False,False,False,False,False,True,True
14268,False,False,False,True,True,True,False,True,False
14269,True,True,False,False,False,True,False,True,True
14270,True,False,False,False,True,False,False,True,True
14271,True,False,False,False,False,False,False,True,False
14272,False,False,False,False,False,False,True,True,False
14273,True,False,False,False,False,False,False,False,True
14274,False,False,False,False,False,False,False,True,False
14275,False,False,True,False,True,False,False,True,True
14276,False,False,False,False,True,True,False,True,True
14277,False,False,False,False,True,False,False,True,True
14278,True,False,False,False,True,True,False,True,True
14279,False,False,False,True,True,True,False,True,True
14280,True,True,False,False,False,True,False,True,True
14281,True,True,False,False,True,True,False,False,False
14282,False,False,False,False,True,False,False,True,True
14283,False,False,False,False,False,False,True,False,True
14284,False,True,False,False,False,True,False,True,False
14285,False,False,True,False,False,False,False,False,True
14286,False,False,False,False,True,False,False,True,False
14287,False,False,False,False,False,False,False,True,False
14288,False,False,False,False,False,False,False,False,True
14289,True,False,True,False,True,True,False,True,True
14290,False,False,False,False,True,False,True,False,False
14291,True,False,False,False,False,False,False,True,False
14292,True,False,False,False,True,False,False,False,False
14293,False,False,False,False,False,True,False,True,True
14294,True,False,True,False,True,True,False,True,False
14295,False,False,False,False,True,False,False,True,True
14296,True,False,False,False,False,False,False,False,True
14297,False,False,False,False,True,True,False,True,False
14298,False,False,True,False,True,True,False,True,False
14299,True,False,False,True,True,False,False,True,False
14300,False,False,True,False,False,True,False,True,True
14301,True,True,False,False,False,False,False,True,True
14302,False,False,False,False,False,False,False,True,False
14303,True,False,False,False,True,False,False,False,True
14304,False,False,True,False,True,True,False,True,False
14305,False,False,False,False,False,True,False,True,True
14306,True,False,False,False,False,False,False,True,False
14307,True,False,False,False,False,False,False,True,False
14308,True,False,True,False,True,True,False,True,True
14309,False,False,True,False,True,True,False,True,True
14310,True,False,False,False,True,True,False,True,False
14311,True,False,False,False,False,False,False,True,True
14312,True,False,False,False,False,True,False,True,False
14313,False,False,False,False,False,False,False,True,True
14314,True,False,True,False,False,False,False,True,False
14315,False,False,True,False,False,False,False,True,True
14316,True,False,False,False,False,True,False,True,True
14317,True,False,False,True,False,True,False,True,False
14318,False,False,False,True,False,True,False,True,False
14319,True,True,False,False,True,True,False,False,False
14320,True,False,False,False,False,True,False,False,True
14321,True,True,True,True,True,True,False,True,True
14322,True,False,False,False,False,True,False,True,True
14323,False,False,False,False,False,True,False,True,True
14324,False,False,False,False,False,False,False,True,False
14325,True,False,False,False,False,True,False,True,False
14326,False,False,True,False,False,True,False,True,False
14327,True,False,False,True,False,False,True,True,True
14328,False,False,True,False,True,False,True,True,False
14329,True,False,False,False,False,True,False,True,False
14330,True,False,True,False,True,False,False,True,True
14331,False,False,False,False,False,False,False,True,False
14332,True,False,True,True,False,True,False,True,False
14333,True,False,True,False,False,False,False,True,False
14334,True,False,False,False,False,False,False,True,False
14335,True,False,False,True,False,False,False,True,False
14336,True,False,True,False,True,True,False,True,False
14337,False,False,True,True,True,False,False,True,False
14338,True,False,False,False,False,True,False,True,True
14339,False,False,False,False,False,False,True,False,False
14340,True,False,False,False,False,False,False,False,False
14341,True,False,False,False,False,True,False,False,True
14342,True,False,True,False,True,True,False,True,True
14343,False,False,False,False,False,False,False,True,False
14344,False,False,False,False,True,True,False,True,True
14345,True,False,False,False,False,True,False,True,False
14346,True,False,False,False,False,False,False,True,False
14347,True,False,False,False,False,True,False,True,True
14348,True,False,False,False,False,True,True,True,True
14349,False,True,False,False,True,True,False,False,False
14350,True,False,False,False,False,True,False,False,False
14351,True,False,True,False,False,True,False,True,True
14352,False,True,True,False,True,True,False,True,True
14353,True,False,False,False,True,False,False,True,False
14354,True,True,False,False,True,True,False,True,True
14355,True,False,False,False,False,False,False,True,False
14356,False,False,False,False,False,False,True,True,True
14357,True,False,True,False,True,True,False,False,False
14358,False,False,False,False,False,True,False,True,False
14359,False,False,True,False,False,True,False,True,False
14360,False,True,False,False,False,True,False,True,False
14361,True,False,False,False,False,True,False,True,True
14362,True,False,False,False,True,True,False,True,True
14363,False,False,False,False,False,True,False,True,False
14364,True,False,True,True,False,False,False,True,False
14365,False,True,False,False,False,True,False,False,False
14366,True,False,False,False,False,True,False,True,True
14367,True,True,False,False,False,False,False,True,False
14368,True,True,False,True,True,True,False,True,False
14369,False,False,False,False,True,True,False,True,False
14370,True,False,False,False,True,True,False,True,False
14371,True,True,True,True,True,True,False,True,True
14372,False,False,False,False,False,True,False,False,False
14373,True,False,False,False,False,True,False,True,False
14374,False,False,True,True,True,False,False,True,True
14375,False,True,False,False,False,True,False,True,False
14376,True,False,False,False,True,True,False,True,True
14377,False,False,False,False,True,True,False,True,True
14378,True,False,True,False,False,True,False,True,False
14379,True,False,False,False,True,True,False,True,False
14380,True,False,False,False,False,False,False,True,False
14381,True,True,False,True,False,True,True,False,False
14382,False,False,False,False,False,False,False,True,True
14383,True,False,False,False,False,False,False,True,False
14384,True,False,False,False,False,False,False,True,False
14385,False,False,False,False,False,False,False,True,False
14386,True,False,False,False,True,True,False,True,True
14387,True,False,False,False,False,False,False,True,True
14388,False,True,False,False,True,True,False,True,False
14389,True,False,False,False,True,False,False,True,True
14390,True,False,False,False,False,False,False,True,False
14391,False,False,False,False,True,True,False,True,False
14392,False,False,False,False,False,True,False,False,False
14393,False,False,False,False,False,True,False,True,False
14394,True,False,False,True,False,True,False,True,True
14395,False,False,False,False,False,False,False,True,False
14396,True,False,False,False,True,True,False,True,True
14397,False,False,False,False,False,True,False,True,False
14398,True,False,True,False,False,True,False,True,True
14399,True,False,True,False,True,False,False,True,False
14400,True,False,False,False,False,False,False,True,True
14401,False,False,False,False,False,True,False,True,True
14402,True,False,False,False,True,True,False,True,True
14403,False,False,False,True,True,False,False,True,False
14404,True,False,False,False,True,False,True,True,False
14405,True,False,False,False,False,True,False,True,False
14406,False,False,False,False,False,True,False,True,False
14407,True,False,False,False,True,True,False,True,False
14408,True,False,False,True,False,False,False,True,True
14409,True,True,False,False,False,True,False,True,False
14410,True,False,False,False,False,False,False,True,True
14411,True,False,False,False,False,True,False,False,False
14412,False,False,False,False,False,True,False,True,True
14413,True,False,False,False,False,True,False,True,False
14414,False,True,False,False,False,True,False,True,True
14415,False,False,True,False,True,True,False,True,True
14416,False,False,False,False,False,False,True,True,True
14417,False,False,False,False,True,False,False,True,False
14418,True,False,False,False,True,False,False,False,False
14419,True,False,True,True,False,False,False,True,True
14420,False,True,True,False,True,True,False,True,True
14421,False,False,False,False,False,False,False,True,False
14422,True,False,False,False,False,False,False,True,True
14423,True,False,True,False,True,False,False,True,True
14424,True,False,False,False,False,True,False,True,True
14425,True,False,False,False,False,False,False,True,True
14426,True,False,False,False,False,True,False,True,False
14427,False,False,True,False,True,True,False,True,False
14428,True,False,False,False,False,False,False,True,True
14429,False,False,False,False,False,False,True,True,True
14430,True,False,False,True,False,True,False,True,False
14431,False,False,False,False,True,False,False,False,True
14432,True,False,True,True,False,False,False,True,True
14433,True,True,True,True,True,True,False,True,True
14434,True,False,False,False,False,True,False,True,False
14435,True,False,False,True,False,False,False,True,False
14436,False,False,False,False,True,False,False,True,False
14437,False,False,True,False,True,False,False,False,False
14438,True,False,False,False,False,False,False,True,True
14439,False,False,True,False,False,False,False,True,True
14440,True,False,False,False,False,True,False,False,False
14441,True,False,False,False,True,False,False,True,True
14442,False,False,False,False,False,False,False,True,False
14443,True,False,False,False,False,True,False,True,True
14444,False,False,False,False,False,True,False,True,False
14445,True,False,True,False,False,False,True,False,False
14446,True,False,True,False,True,False,False,True,False
14447,False,False,False,False,False,True,False,True,False
14448,False,False,False,False,False,False,False,True,True
14449,True,False,False,False,False,False,False,True,False
14450,True,False,False,False,False,False,False,True,False
14451,True,False,False,False,False,True,False,True,False
14452,False,False,True,False,True,True,False,True,False
14453,False,False,False,False,True,False,False,True,False
14454,True,False,False,False,False,False,False,True,False
14455,False,False,False,False,True,True,False,False,True
14456,False,False,False,False,True,False,False,False,False
14457,True,False,False,False,True,True,False,True,True
14458,False,False,False,False,False,True,False,True,True
14459,False,False,False,False,False,True,False,True,True
14460,False,False,False,False,False,False,False,True,False
14461,False,False,True,False,False,False,False,False,False
14462,False,False,False,False,True,True,False,True,False
14463,True,False,True,False,False,False,False,True,False
14464,True,False,False,False,True,True,False,True,True
14465,True,False,False,False,False,False,False,True,False
14466,True,False,False,False,True,False,False,False,False
14467,True,False,False,False,False,False,False,True,False
14468,False,False,False,False,False,False,False,True,False
14469,False,False,False,False,False,True,False,True,False
14470,False,False,False,False,True,True,False,True,True
14471,True,False,False,False,False,False,False,True,False
14472,False,False,False,False,False,True,False,True,True
14473,True,False,False,False,False,False,False,True,False
14474,True,False,False,False,False,False,False,True,False
14475,False,False,False,False,False,False,False,False,True
14476,False,False,False,False,True,False,True,True,False
14477,False,False,False,False,False,False,False,True,True
14478,True,True,True,True,True,True,False,True,True
14479,False,False,False,False,False,False,False,True,True
14480,False,False,False,False,False,False,False,True,False
14481,False,False,False,False,False,False,True,False,True
14482,True,False,False,False,False,False,True,True,False
14483,False,False,False,False,False,True,True,False,False
14484,True,False,False,False,False,False,True,True,True
14485,True,False,False,False,True,False,False,True,False
14486,True,False,False,True,False,False,False,True,True
14487,True,False,False,False,False,True,False,True,False
14488,True,True,False,False,True,True,False,True,False
14489,True,False,True,False,False,True,False,True,True
14490,False,False,True,False,False,False,False,False,True
14491,True,False,False,False,True,False,False,True,False
14492,False,False,False,False,True,True,False,True,True
14493,False,False,False,False,True,True,True,True,False
14494,False,False,False,False,False,True,False,False,False
14495,False,False,False,False,False,False,False,True,False
14496,True,False,False,False,True,True,False,True,False
14497,True,False,False,False,True,True,False,True,True
14498,True,False,False,False,True,False,False,True,False
14499,False,False,False,False,False,False,False,True,False
14500,True,False,False,False,False,True,True,True,False
14501,True,False,True,True,False,False,False,True,True
14502,True,False,True,False,False,True,False,True,True
14503,True,False,True,False,True,False,False,True,True
14504,False,False,True,True,False,False,False,True,True
14505,True,False,False,True,True,True,False,True,True
14506,True,True,True,True,True,True,False,True,True
14507,True,False,False,False,False,True,False,True,False
14508,False,False,False,False,False,False,False,True,True
14509,True,False,False,True,False,False,False,True,True
14510,False,False,True,False,False,True,False,True,True
14511,True,True,True,False,False,True,False,True,True
14512,False,True,False,False,False,True,False,True,True
14513,False,True,False,False,False,False,False,True,True
14514,False,False,False,False,False,False,False,True,True
14515,False,False,True,False,True,False,False,False,True
14516,False,False,False,False,False,False,False,True,False
14517,True,False,False,False,False,True,False,True,False
14518,False,False,False,False,False,False,True,True,False
14519,False,True,False,False,False,True,False,True,False
14520,True,False,False,False,False,True,False,False,False
14521,True,False,False,True,True,False,True,True,False
14522,True,False,False,False,False,True,False,True,True
14523,False,False,False,False,False,False,False,True,True
14524,True,False,True,False,True,False,False,True,True
14525,True,True,True,True,True,True,False,True,True
14526,True,False,False,False,False,False,False,False,True
14527,True,False,True,False,False,False,False,True,False
14528,False,False,False,False,False,True,False,True,False
14529,True,False,False,False,True,True,False,True,True
14530,False,False,False,False,True,True,False,True,False
14531,False,False,False,False,False,False,False,True,True
14532,False,False,False,True,False,False,False,True,True
14533,False,False,False,False,True,False,True,True,False
14534,False,False,False,False,False,True,False,True,True
14535,True,False,False,False,True,True,False,True,True
14536,True,True,False,False,True,False,False,True,False
14537,False,False,False,False,False,True,False,True,False
14538,True,False,True,False,False,False,False,True,False
14539,False,False,False,False,True,True,False,True,False
14540,True,False,False,False,False,True,False,True,False
14541,True,False,False,False,True,False,False,True,True
14542,False,False,False,False,True,True,False,False,True
14543,True,False,True,False,False,True,False,True,True
14544,False,False,False,False,False,False,False,False,True
14545,True,False,False,False,False,False,False,False,False
14546,True,True,True,True,True,True,True,True,True
14547,False,False,False,False,True,True,True,True,False
14548,True,False,True,False,True,False,False,True,True
14549,True,False,False,False,True,False,True,False,False
14550,False,True,False,False,False,False,False,True,False
14551,False,False,False,False,False,True,False,False,False
14552,False,False,False,False,False,False,False,False,True
14553,True,False,False,False,True,False,False,False,True
14554,False,False,False,False,True,True,False,True,False
14555,True,False,False,False,False,False,False,False,False
14556,True,False,False,False,False,True,False,True,False
14557,False,False,False,False,False,False,False,True,False
14558,False,False,False,False,False,False,False,True,False
14559,True,False,True,False,True,False,False,True,True
14560,False,False,False,False,False,True,False,True,True
14561,True,False,False,False,False,True,False,True,True
14562,True,False,False,False,False,True,False,False,True
14563,False,False,False,False,False,True,False,True,True
14564,True,False,False,True,True,True,False,True,True
14565,True,False,True,False,True,False,False,True,False
14566,True,True,True,True,True,True,False,True,True
14567,True,False,False,False,True,True,False,True,True
14568,True,True,True,False,False,True,False,True,False
14569,True,False,True,True,True,True,False,True,True
14570,True,False,False,False,True,False,False,True,False
14571,False,False,False,False,True,True,False,True,False
14572,False,False,True,False,False,False,True,False,False
14573,False,False,False,False,False,False,True,False,False
14574,True,False,True,True,False,True,False,True,False
14575,True,False,False,False,True,True,False,True,True
14576,True,False,False,True,True,True,False,False,True
14577,False,True,False,False,False,False,False,False,False
14578,True,False,False,False,True,True,False,False,False
14579,True,True,False,False,False,True,False,True,False
14580,True,False,False,False,False,False,False,True,False
14581,False,False,False,False,False,True,False,True,False
14582,True,True,False,False,False,False,False,True,False
14583,False,False,False,False,False,True,False,True,True
14584,True,False,True,False,False,False,True,True,False
14585,False,False,False,False,False,False,False,True,False
14586,True,False,False,False,True,True,False,False,False
14587,True,False,False,True,True,False,False,True,True
14588,True,False,False,False,True,True,False,True,False
14589,False,False,False,False,False,False,False,False,True
14590,False,True,True,False,False,False,False,True,True
14591,False,False,False,True,True,True,False,True,True
14592,False,False,False,False,False,True,False,False,True
14593,True,False,False,False,False,False,False,True,True
14594,True,False,False,False,False,False,False,True,False
14595,True,False,True,True,True,False,False,True,False
14596,False,False,False,False,False,False,False,True,False
14597,False,False,False,False,True,False,False,True,True
14598,True,False,False,False,True,True,False,True,False
14599,False,False,False,False,False,False,True,True,False
14600,True,False,False,True,True,False,True,True,False
14601,False,False,True,False,True,True,False,True,False
14602,False,False,False,False,False,True,False,True,False
14603,True,False,False,False,False,True,False,False,True
14604,False,False,False,False,False,True,False,False,False
14605,True,False,False,False,False,False,False,True,False
